HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR;B365H;B365D;B365A;BWH;BWD;BWA;PSH;PSD;PSA;MaxH;MaxD;MaxA;AvgH;AvgD;AvgA
Villarreal;Alaves;5;2;H;2;1;H;24;4;10;2;16;14;6;2;0;2;0;0;133;5;95;139;475;825;137;534;93;146;55;96;137;505;868
Sevilla;Barcelona;1;1;D;1;1;D;5;23;1;7;15;13;4;9;2;3;1;0;25;32;29;245;32;29;261;329;298;264;338;305;255;323;295
Oviedo;Ath Madrid;2;1;H;1;1;D;6;15;4;3;17;7;2;7;4;1;0;0;6;37;161;625;37;16;681;382;162;69;402;166;628;377;161
Ath Bilbao;Real Madrid;1;2;A;1;2;A;15;12;2;7;17;7;7;0;2;2;0;0;34;35;21;33;34;215;349;359;219;359;362;223;337;349;217
Valencia;Espanol;1;2;A;0;0;D;12;15;2;4;19;14;7;5;7;3;1;0;18;38;42;178;37;44;181;383;471;19;395;472;181;376;446
Getafe;Real Madrid;1;0;H;1;0;H;6;14;3;4;20;8;2;9;3;2;0;0;55;375;165;55;36;166;588;371;168;7;386;172;552;372;167
Ath Madrid;Vallecano;2;0;H;1;0;H;15;5;5;0;14;12;8;2;3;0;0;0;136;45;95;136;475;95;138;472;996;14;525;1175;136;48;985
Elche;Oviedo;0;0;D;0;0;D;18;10;2;5;18;15;6;3;3;3;1;0;25;31;3;237;31;31;258;309;312;261;325;324;251;311;305
Alaves;Sociedad;1;1;D;0;1;A;19;10;5;4;22;10;2;3;3;3;0;0;35;31;225;33;31;23;358;315;229;365;325;244;342;314;228
Betis;Celta;0;2;A;0;2;A;18;7;7;5;15;11;3;3;1;2;0;0;172;375;475;18;38;42;179;371;483;182;4;49;177;379;458
Mallorca;Barcelona;0;1;A;0;1;A;13;13;3;4;22;24;4;3;5;2;0;0;34;34;215;37;325;21;37;333;216;381;352;221;359;333;214
Villarreal;Levante;5;0;H;3;0;H;17;7;7;3;12;9;6;5;3;2;0;0;14;5;7;144;46;675;144;502;697;15;51;79;143;483;709
Osasuna;Ath Bilbao;1;3;A;1;2;A;15;17;4;5;12;7;4;5;5;2;1;0;31;3;25;3;285;265;324;296;259;324;32;265;31;3;255
Girona;Sevilla;0;1;A;0;0;D;9;14;2;4;5;9;2;8;0;1;0;0;475;33;185;5;33;18;506;332;186;535;356;187;489;337;183
Levante;Mallorca;2;0;H;0;0;D;16;15;8;8;20;11;5;5;3;1;1;0;22;325;34;21;34;35;222;33;358;225;35;365;219;334;344
Sociedad;Celta;1;0;H;1;0;H;12;4;3;0;10;18;6;4;3;3;0;0;183;33;475;187;34;433;188;343;468;196;36;475;188;345;444
Oviedo;Barcelona;1;1;D;0;0;D;14;13;4;1;9;21;3;2;2;5;0;1;45;38;175;475;37;173;464;377;18;475;4;182;455;379;177
Real Madrid;Valencia;4;1;H;1;0;H;23;12;8;7;15;24;3;8;3;3;0;0;137;5;8;135;5;85;135;535;907;138;57;98;136;52;861
Vallecano;Betis;1;1;D;0;1;A;17;9;7;5;18;13;6;4;1;3;0;1;25;34;28;25;35;265;257;351;279;26;364;285;252;346;276
Sevilla;Getafe;1;0;H;1;0;H;10;4;1;2;8;20;5;2;1;3;0;0;161;34;75;157;36;725;157;372;756;164;382;8;159;366;702
Alaves;Ath Bilbao;0;0;D;0;0;D;12;10;1;2;15;11;7;5;2;0;0;0;4;33;195;38;32;205;396;342;204;4;351;209;388;333;203
Osasuna;Girona;2;0;H;1;0;H;15;6;5;1;13;13;5;7;2;2;0;0;175;33;575;172;33;575;175;33;613;184;355;63;177;336;55
Villarreal;Ath Madrid;2;2;D;1;1;D;13;7;3;5;13;8;7;3;0;2;0;1;28;32;262;275;32;26;287;32;269;295;337;283;281;323;263
Espanol;Elche;1;2;A;1;2;A;8;3;3;2;13;18;13;0;4;6;0;0;19;325;45;185;34;45;188;331;497;194;363;51;187;343;45
Elche;Villarreal;1;0;H;0;0;D;5;9;2;4;12;15;3;8;4;3;0;0;45;36;18;45;37;177;495;379;175;505;39;183;466;372;178
Betis;Alaves;4;0;H;3;0;H;18;9;5;2;14;14;8;3;2;0;0;0;145;433;7;149;44;65;148;447;718;154;46;75;149;438;682
Girona;Espanol;2;2;D;0;1;A;10;14;4;7;14;9;3;2;5;1;0;0;325;31;237;325;31;235;327;313;245;334;317;252;324;309;242
Celta;Osasuna;2;0;H;2;0;H;5;9;3;0;14;11;0;5;1;2;0;0;185;35;433;185;35;433;188;342;475;197;352;49;189;341;445
Valencia;Sevilla;1;1;D;1;1;D;10;12;2;3;22;14;4;4;3;3;1;0;33;325;225;32;31;235;323;317;245;342;328;249;323;317;238
Getafe;Oviedo;4;2;H;1;1;D;12;7;4;4;15;10;4;8;3;4;0;0;21;32;38;205;31;39;213;315;404;22;325;418;213;31;39
Espanol;Betis;1;4;A;1;2;A;12;15;4;8;15;12;6;5;3;4;1;0;325;325;225;32;33;225;321;338;235;348;35;24;318;333;233
Levante;Girona;0;2;A;0;1;A;15;8;8;2;15;16;8;2;4;6;0;0;18;35;5;175;36;475;176;377;493;183;383;505;177;368;474
Villarreal;Mallorca;3;0;H;2;0;H;12;8;6;2;13;12;10;6;1;2;0;1;144;433;8;141;475;75;141;484;829;145;5;91;14;473;805
Sevilla;Celta;2;2;D;0;2;A;16;6;5;4;11;16;7;0;1;4;0;0;175;35;525;17;37;525;179;358;505;183;375;545;177;359;495
Ath Madrid;Valencia;3;2;H;0;2;A;16;7;6;3;13;22;5;4;5;6;0;0;144;42;85;147;4;8;147;428;802;151;45;88;147;427;75
Oviedo;Osasuna;0;2;A;0;0;D;6;16;2;7;12;15;4;3;0;2;0;0;25;32;3;25;31;29;262;3;314;262;33;318;254;314;298
Real Madrid;Elche;2;2;D;0;1;A;23;3;8;2;11;14;10;3;3;1;0;0;116;8;15;116;75;19;115;812;214;119;88;23;116;779;1827
Sociedad;Getafe;0;0;D;0;0;D;9;9;3;2;17;13;7;2;1;1;0;0;166;35;6;163;35;65;166;342;707;171;377;724;166;35;633
Vallecano;Ath Bilbao;0;1;A;0;1;A;29;9;3;3;8;20;9;7;1;6;0;0;275;3;28;29;28;28;296;28;296;302;305;304;284;288;286
Alaves;Barcelona;0;1;A;0;0;D;6;10;2;4;16;8;1;10;0;0;0;0;6;4;157;55;4;16;585;446;156;625;46;16;583;425;156
Getafe;Levante;3;0;H;2;0;H;14;11;8;2;12;13;2;8;4;3;0;0;195;31;45;193;31;46;208;311;452;208;326;465;202;314;439
Elche;Alaves;3;1;H;0;1;A;14;6;4;2;15;11;7;3;1;1;0;0;237;31;33;245;3;31;249;298;339;251;322;356;243;309;325
Mallorca;Girona;2;1;H;1;1;D;17;12;5;5;14;15;6;4;2;4;0;0;183;34;46;18;34;475;181;34;528;188;356;54;183;339;493
Celta;Vallecano;2;0;H;1;0;H;13;11;3;0;17;17;7;2;0;2;0;0;19;34;433;193;34;41;2;328;434;205;35;445;197;336;416
Osasuna;Sevilla;0;0;D;0;0;D;9;9;3;4;13;7;1;1;1;1;0;0;36;32;215;35;32;215;366;304;232;384;33;235;351;315;226
Valencia;Sociedad;0;0;D;0;0;D;14;8;3;2;17;14;9;9;4;2;0;0;287;32;26;3;32;245;293;327;259;3;342;269;286;327;257
Barcelona;Ath Madrid;4;2;H;3;1;H;9;10;4;4;15;13;3;5;2;2;1;0;225;34;32;225;35;31;236;335;322;245;355;325;232;337;317
Betis;Villarreal;0;2;A;0;1;A;9;9;3;3;19;14;6;6;2;3;0;0;237;35;29;235;36;285;246;357;288;248;375;301;239;357;287
Real Madrid;Oviedo;1;0;H;0;0;D;24;7;11;3;9;11;9;2;2;1;0;0;125;6;11;124;625;12;124;639;1264;129;68;13;125;626;1155
Ath Bilbao;Espanol;2;1;H;2;1;H;7;7;4;3;17;11;5;3;3;3;0;0;16;38;6;16;39;575;164;373;628;168;4;63;162;383;58
Sevilla;Elche;2;0;H;0;0;D;14;7;6;1;13;14;5;4;1;5;0;0;145;433;75;146;42;775;146;441;895;153;441;941;145;425;847
Girona;Celta;0;0;D;0;0;D;8;6;2;1;12;19;3;3;3;2;0;0;38;34;205;38;32;205;412;335;208;42;354;212;388;333;206
Villarreal;Real Madrid;0;0;D;0;0;D;9;17;2;6;11;10;3;3;2;4;0;0;25;35;27;25;36;26;266;355;274;27;375;282;257;351;271
Vallecano;Osasuna;0;3;A;0;2;A;10;12;3;5;11;16;4;5;2;1;0;0;215;325;35;215;31;37;222;322;381;226;325;386;22;317;364
Ath Madrid;Getafe;4;3;H;3;3;D;11;10;7;4;18;17;5;4;3;4;1;0;145;42;8;141;433;875;145;431;971;148;435;10;144;422;885
Alaves;Valencia;2;1;H;1;0;H;9;9;5;4;15;17;5;9;4;3;0;0;28;32;26;295;33;24;292;333;264;308;34;264;287;326;256
Levante;Betis;2;4;A;1;3;A;12;19;4;11;13;8;5;7;1;2;1;0;34;36;21;33;38;2;339;387;213;35;392;214;338;374;208
Sociedad;Oviedo;2;0;H;1;0;H;18;15;8;2;13;13;6;5;0;2;0;0;14;45;9;141;45;8;141;488;884;146;5;9;141;461;832
Espanol;Barcelona;2;2;D;1;1;D;10;12;4;4;14;13;3;5;5;4;1;1;5;36;175;45;4;171;486;397;176;5;415;18;462;392;175
Mallorca;Ath Bilbao;3;2;H;2;0;H;16;7;5;2;22;15;6;6;6;4;0;0;34;31;23;34;3;235;346;321;238;35;325;24;337;312;233
Ath Madrid;Levante;0;1;A;0;0;D;10;8;1;5;9;19;5;3;3;4;0;0;133;525;9;131;5;11;132;548;1151;136;56;1151;133;515;1011
Elche;Vallecano;2;1;H;0;0;D;9;13;5;2;18;15;2;3;2;4;0;0;3;3;262;3;287;265;315;294;274;325;3;278;31;29;268
Oviedo;Villarreal;1;4;A;0;2;A;20;15;5;7;15;10;9;2;3;6;0;0;4;34;195;433;33;19;432;357;195;433;366;202;408;349;196
Osasuna;Ath Madrid;0;3;A;0;1;A;14;5;4;4;12;19;4;2;1;2;0;0;39;325;205;35;33;21;397;336;211;397;346;216;374;33;211
Girona;Getafe;1;1;D;1;1;D;9;6;2;1;17;11;7;2;3;4;0;0;32;29;255;31;295;25;332;295;262;334;311;265;319;294;256
Real Madrid;Alaves;3;0;H;0;0;D;22;7;9;2;6;11;7;1;1;1;0;0;122;65;12;121;65;145;121;685;1662;125;7;17;122;655;1419
Espanol;Sevilla;1;1;D;0;1;A;11;7;4;2;14;14;3;7;4;5;0;1;34;33;22;37;325;21;367;327;225;371;335;231;352;325;222
Valencia;Barcelona;1;4;A;0;3;A;11;6;5;6;22;16;8;3;3;4;0;0;36;35;205;36;36;198;376;386;201;384;395;205;366;369;2
Betis;Mallorca;2;1;H;1;0;H;14;10;5;1;13;17;4;7;3;2;0;0;16;4;575;157;39;6;156;417;681;163;438;69;158;412;597
Ath Bilbao;Sociedad;4;0;H;0;0;D;18;9;8;2;9;9;6;4;4;1;0;0;237;3;34;237;29;34;252;289;359;259;31;365;247;293;336
Celta;Levante;1;1;D;0;0;D;8;13;4;3;15;16;2;5;3;5;0;0;16;38;6;163;41;5;163;435;547;168;435;6;163;411;533
Levante;Elche;3;0;H;1;0;H;11;8;4;3;17;8;3;3;1;2;0;1;205;34;375;205;325;38;211;328;41;216;342;41;208;332;387
Mallorca;Valencia;0;1;A;0;1;A;23;8;3;4;14;21;14;1;4;6;0;1;24;31;31;245;32;29;248;317;329;255;325;329;247;317;311
Getafe;Alaves;2;2;D;0;1;A;12;7;3;3;7;24;6;1;2;4;1;0;195;3;475;198;31;433;195;314;52;202;32;53;195;311;476
Vallecano;Real Madrid;0;1;A;0;0;D;19;13;5;6;20;5;5;9;5;3;0;0;5;38;166;525;39;163;533;421;167;54;424;174;507;405;167
Ath Madrid;Celta;2;0;H;1;0;H;13;16;6;2;10;7;5;9;4;3;0;0;161;38;6;16;38;575;165;385;634;167;41;64;163;387;583
Villarreal;Espanol;5;1;H;3;0;H;19;7;11;2;11;12;10;3;2;1;0;0;15;42;7;147;45;65;15;44;765;154;464;78;149;44;691
Sevilla;Betis;2;1;H;2;0;H;12;10;3;2;13;16;4;4;6;3;0;0;22;325;35;21;32;38;229;322;363;233;335;4;222;32;358
Sociedad;Osasuna;1;0;H;0;0;D;11;11;5;1;10;9;6;5;0;4;0;0;185;34;475;188;32;46;191;327;514;195;355;53;189;333;469
Barcelona;Ath Bilbao;4;0;H;1;0;H;17;6;7;3;8;10;5;0;2;1;0;0;16;42;525;157;39;6;157;431;636;164;433;66;159;412;587
Oviedo;Girona;0;0;D;0;0;D;6;12;1;4;12;17;0;4;3;3;1;0;2;33;4;2;325;4;202;34;427;206;352;433;201;333;404
Mallorca;Sociedad;0;2;A;0;1;A;13;13;1;3;12;9;3;4;0;2;0;0;34;32;225;35;33;21;361;322;23;367;33;231;347;321;225
Alaves;Sevilla;0;0;D;0;0;D;14;13;2;4;16;8;5;5;3;1;0;0;45;31;195;46;29;2;474;314;202;48;33;205;448;313;201
Osasuna;Villarreal;1;0;H;0;0;D;12;10;3;1;12;6;6;8;1;0;0;0;35;34;21;36;34;205;377;341;215;382;352;216;365;341;211
Espanol;Getafe;2;0;H;2;0;H;4;12;1;3;17;15;1;5;6;5;0;0;215;3;36;21;32;37;231;309;375;233;32;388;224;309;366
Valencia;Oviedo;3;1;H;0;0;D;12;7;4;0;14;13;3;6;3;3;0;0;175;36;45;175;375;45;179;379;492;185;38;5;179;369;461
Real Madrid;Sociedad;4;1;H;2;1;H;18;1;8;1;12;14;7;1;0;2;0;0;16;42;525;161;41;525;164;421;565;165;455;58;162;413;542
Girona;Vallecano;2;0;H;0;0;D;13;14;7;3;23;15;5;6;5;3;0;0;27;31;27;275;295;28;293;306;282;294;31;289;281;303;279
Elche;Barcelona;1;2;A;1;0;H;13;20;3;9;10;8;5;6;2;6;1;0;75;433;14;7;45;144;827;481;143;84;5;145;764;473;142
Celta;Mallorca;4;3;H;2;1;H;16;12;8;3;17;9;4;5;5;4;1;0;175;34;525;177;34;5;176;351;582;182;365;59;177;349;515
Betis;Ath Madrid;1;3;A;1;1;D;18;8;6;6;16;10;10;3;5;3;0;0;3;32;237;3;325;237;328;325;244;332;355;249;308;329;24
Ath Bilbao;Levante;3;1;H;0;0;D;17;5;9;2;6;14;4;3;1;2;0;0;157;4;55;152;433;6;158;419;653;161;433;66;156;415;604
Ath Madrid;Girona;2;1;H;1;1;D;6;14;5;3;23;14;0;4;4;1;1;0;136;46;95;137;44;105;139;462;1113;145;507;12;139;46;1005
Levante;Espanol;1;1;D;0;0;D;14;6;3;1;17;10;8;2;4;4;0;0;23;33;32;225;33;32;236;35;32;236;362;32;231;345;313
Oviedo;Elche;0;1;A;0;1;A;15;13;4;2;15;16;3;3;3;6;0;0;225;32;34;22;325;34;233;321;356;238;33;356;229;32;338
Villarreal;Celta;1;0;H;0;0;D;10;12;3;2;12;14;5;6;1;1;0;0;165;42;475;165;4;5;168;425;518;171;425;54;167;41;502
Getafe;Valencia;0;0;D;0;0;D;16;6;6;0;18;21;5;3;6;5;0;0;237;32;32;237;31;31;243;31;347;244;332;35;237;314;33
Vallecano;Sevilla;1;1;D;0;0;D;10;3;2;2;16;15;5;6;0;1;0;0;34;31;23;34;325;215;344;323;237;347;328;242;334;317;233
Betis;Ath Bilbao;1;0;H;1;0;H;8;11;5;2;17;12;5;6;4;5;1;0;23;33;32;23;33;31;247;321;328;248;346;338;237;328;317
Sociedad;Alaves;1;0;H;0;0;D;15;13;6;4;15;12;6;4;1;1;0;0;153;4;7;15;42;675;152;423;768;157;433;768;151;418;698
Barcelona;Osasuna;4;0;H;3;0;H;24;4;9;3;7;4;5;1;0;4;0;0;133;475;10;136;5;825;135;537;1009;138;56;1125;134;52;951
Mallorca;Real Madrid;0;3;A;0;0;D;14;11;3;5;13;15;1;6;3;3;0;0;6;4;157;575;42;155;63;439;156;63;45;161;578;428;156
Ath Bilbao;Getafe;1;1;D;1;1;D;22;7;11;2;15;13;8;2;4;5;0;2;172;32;6;175;32;575;176;328;656;187;34;66;176;328;6
Alaves;Oviedo;2;3;A;0;0;D;11;12;6;3;12;10;6;2;4;6;0;1;2;33;4;205;33;375;206;332;422;211;344;422;206;331;392
Elche;Valencia;0;1;A;0;0;D;8;8;2;3;19;14;4;2;3;3;1;0;262;325;27;275;31;265;279;318;286;288;332;291;272;318;277
Osasuna;Levante;3;1;H;1;0;H;20;13;7;4;9;17;6;1;0;1;0;0;19;35;42;19;34;41;193;36;441;198;36;441;192;351;423
Vallecano;Ath Madrid;0;1;A;0;0;D;15;11;3;3;15;12;3;6;0;0;0;1;4;325;2;37;325;205;41;344;205;42;345;211;394;331;205
Espanol;Mallorca;1;0;H;1;0;H;12;9;3;3;14;12;6;6;3;3;0;0;205;35;35;2;36;35;215;348;37;217;36;38;21;343;363
Girona;Villarreal;1;0;H;0;0;D;16;3;7;1;11;11;6;3;3;2;0;0;475;35;183;46;35;178;494;358;185;521;375;185;47;36;181
Celta;Betis;0;0;D;0;0;D;9;7;3;1;12;12;2;2;1;2;0;0;22;35;32;225;33;32;222;354;345;238;355;35;223;341;33
Sevilla;Sociedad;0;0;D;0;0;D;10;13;0;2;12;13;7;3;0;3;0;0;205;325;38;205;32;39;216;321;401;217;335;415;211;325;387
Real Madrid;Barcelona;0;4;A;0;2;A;14;18;4;10;9;12;4;3;4;4;0;0;215;36;325;21;38;31;22;373;334;222;386;342;215;366;329
Getafe;Mallorca;1;0;H;0;0;D;16;7;3;1;15;22;5;1;5;6;0;1;215;3;4;215;3;39;222;305;41;225;324;421;218;303;398
Levante;Villarreal;2;0;H;0;0;D;13;13;4;2;16;13;1;8;4;2;0;0;38;36;195;35;37;198;389;379;199;39;39;21;37;373;198
Celta;Real Madrid;1;2;A;0;1;A;10;12;4;6;16;12;9;3;3;0;0;0;4;36;19;39;36;19;419;376;193;42;393;198;405;367;192
Ath Madrid;Alaves;4;1;H;1;0;H;14;7;8;1;10;13;8;2;1;0;0;0;133;48;10;138;46;9;138;476;1111;141;507;115;137;476;977
Ath Bilbao;Elche;2;1;H;1;0;H;16;6;6;2;14;16;7;4;2;4;0;0;145;42;75;147;433;7;149;447;767;152;45;81;148;435;738
Betis;Osasuna;4;1;H;2;0;H;24;10;8;3;11;5;11;7;1;3;0;0;19;35;4;195;34;39;2;342;434;203;36;434;198;344;405
Oviedo;Vallecano;2;2;D;0;2;A;17;10;9;4;14;14;5;4;4;5;0;1;26;31;29;26;31;28;271;315;299;281;326;299;263;316;289
Valencia;Girona;0;0;D;0;0;D;5;4;1;3;11;18;4;3;3;6;0;1;185;33;475;188;34;433;192;336;488;196;35;5;19;336;459
Barcelona;Sevilla;1;0;H;0;0;D;19;8;6;3;12;8;9;2;3;3;0;0;145;45;7;149;42;7;147;475;734;153;48;77;148;45;702
Sociedad;Espanol;1;0;H;0;0;D;17;8;6;2;17;13;6;0;2;4;0;0;16;4;575;157;41;575;158;432;616;166;433;63;161;404;583
Sevilla;Oviedo;4;2;H;1;1;D;16;15;8;5;7;7;14;3;2;2;0;0;15;433;7;149;41;7;148;44;807;151;44;83;148;426;774
Girona;Betis;1;2;A;0;0;D;10;10;4;3;18;10;8;4;1;2;0;0;34;32;225;33;32;225;358;325;23;358;342;237;338;323;229
Mallorca;Ath Madrid;1;0;H;0;0;D;10;9;3;1;14;11;1;6;1;4;0;0;4;34;195;433;325;193;451;342;196;465;354;198;433;335;195
Villarreal;Ath Bilbao;1;1;D;0;1;A;11;12;5;6;17;15;7;2;2;3;0;0;23;34;31;23;33;32;239;333;329;241;35;342;233;335;32
Real Madrid;Getafe;2;0;H;1;0;H;26;8;8;0;13;11;10;2;2;2;0;0;14;45;85;142;44;8;141;475;955;145;49;99;141;457;873
Osasuna;Alaves;1;0;H;0;0;D;15;8;4;2;12;6;7;3;3;1;0;0;195;33;433;193;34;4;199;328;462;203;345;462;197;332;434
Espanol;Celta;1;0;H;0;0;D;11;10;2;5;12;21;2;3;4;1;0;0;275;32;27;275;31;265;292;314;277;292;334;283;281;314;273
Elche;Sociedad;1;2;A;1;2;A;10;17;1;6;15;12;8;9;3;3;0;0;39;34;2;38;33;2;393;358;205;402;359;211;386;344;203
Levante;Barcelona;2;3;A;0;0;D;11;14;6;7;8;7;4;3;1;1;0;0;6;5;145;625;48;146;699;505;146;71;52;149;66;497;145
Vallecano;Valencia;1;1;D;0;0;D;11;6;4;2;13;17;5;4;3;4;0;0;22;33;33;22;32;35;226;333;359;232;342;359;225;327;34
Sociedad;Betis;0;0;D;0;0;D;9;9;2;2;17;7;8;1;4;4;1;0;21;35;34;21;34;34;217;355;357;22;37;371;214;348;348
Elche;Mallorca;3;0;H;1;0;H;6;13;2;2;17;13;2;1;2;3;0;0;27;3;29;265;3;285;277;306;3;277;324;322;268;305;292
Alaves;Vallecano;1;0;H;0;0;D;11;20;5;3;10;9;2;12;2;3;0;1;27;31;28;265;31;275;278;321;285;281;33;299;271;313;281
Valencia;Osasuna;1;2;A;0;0;D;11;9;4;3;11;22;9;5;1;2;0;0;215;32;37;215;32;36;218;33;383;223;34;385;215;325;37
Getafe;Villarreal;1;2;A;0;2;A;12;11;5;6;17;6;6;6;2;0;0;0;31;31;25;31;31;245;321;313;256;33;332;26;31;311;251
Oviedo;Levante;1;4;A;0;1;A;16;17;4;8;10;9;13;2;5;2;1;0;237;34;3;225;36;29;24;365;302;245;367;306;236;355;296
Ath Madrid;Espanol;2;1;H;0;0;D;10;11;3;5;18;12;6;3;5;5;1;0;14;45;85;144;45;7;144;468;865;146;475;93;143;45;803
Ath Bilbao;Celta;0;2;A;0;2;A;10;6;2;4;13;15;5;4;2;2;0;0;175;36;5;182;35;45;185;367;478;19;369;5;183;357;459
Sevilla;Real Madrid;2;3;A;2;0;H;7;15;2;6;11;9;0;3;3;4;0;0;3;34;24;29;34;235;301;348;249;319;35;258;297;335;244
Barcelona;Girona;0;1;A;0;0;D;18;6;6;4;16;9;8;1;4;1;0;0;12;65;15;121;675;145;123;678;1485;124;7;16;122;663;1392
Mallorca;Alaves;2;1;H;2;0;H;5;12;3;4;25;15;0;6;2;6;0;0;195;33;42;198;32;42;2;328;455;218;33;455;2;324;434
Betis;Elche;0;1;A;0;0;D;18;9;3;1;9;14;2;3;2;3;1;0;155;4;6;155;41;6;155;435;675;165;443;69;155;424;636
Villarreal;Valencia;2;0;H;2;0;H;12;5;5;1;14;12;3;2;2;3;0;0;144;475;65;147;45;65;145;491;761;156;5;78;146;469;711
Ath Madrid;Oviedo;0;0;D;0;0;D;22;7;1;2;9;12;11;1;4;5;0;0;13;525;10;131;525;10;131;571;1141;133;58;12;13;543;1075
Celta;Getafe;0;2;A;0;1;A;9;6;2;3;13;13;2;1;2;5;0;0;215;31;375;22;3;37;224;312;393;227;325;4;221;307;377
Osasuna;Real Madrid;1;3;A;1;2;A;12;23;3;11;13;7;3;4;1;3;0;0;5;375;166;525;375;168;567;39;169;575;405;172;531;384;168
Espanol;Vallecano;0;1;A;0;1;A;6;13;2;2;14;18;3;10;4;4;0;0;237;32;31;237;32;31;25;32;323;253;327;323;246;316;312
Levante;Sevilla;2;3;A;1;2;A;15;13;6;6;9;12;10;4;1;5;0;0;35;35;21;35;35;205;353;354;219;365;362;22;35;348;213
Girona;Ath Bilbao;2;3;A;0;3;A;27;9;8;7;9;15;4;1;3;5;0;1;34;3;23;34;31;22;357;313;237;359;332;237;344;313;23
Sociedad;Barcelona;0;1;A;0;1;A;8;11;5;1;12;9;5;3;1;2;0;0;35;35;21;34;35;21;348;37;215;356;385;22;338;361;214
Barcelona;Vallecano;0;1;A;0;1;A;18;3;5;1;10;1;9;1;4;6;0;0;13;55;10;129;575;10;133;556;1084;135;603;1107;13;566;1003
Sevilla;Girona;1;1;D;1;0;H;11;10;6;4;15;11;5;6;2;2;0;0;165;35;6;163;37;575;165;377;657;177;385;657;165;371;611
Alaves;Villarreal;2;1;H;2;0;H;11;16;5;6;14;5;5;8;5;2;0;0;34;35;21;34;34;215;356;345;221;36;35;224;347;341;216
Real Madrid;Espanol;4;0;H;2;0;H;11;20;5;6;11;6;6;8;2;0;0;0;15;45;6;149;45;65;151;458;699;154;47;72;151;445;653
Valencia;Levante;1;1;D;1;0;H;6;24;1;6;11;21;1;7;4;3;1;0;22;35;32;225;35;3;233;36;317;234;36;329;228;351;311
Ath Bilbao;Ath Madrid;2;0;H;1;0;H;11;9;4;3;18;15;5;3;3;3;0;0;3;3;255;3;31;25;308;314;264;318;326;266;303;308;257
Elche;Osasuna;1;1;D;0;0;D;11;9;4;3;13;18;7;4;4;2;0;0;28;32;27;285;32;25;287;319;278;29;33;28;282;318;268
Oviedo;Celta;1;1;D;0;0;D;15;13;6;6;11;13;5;4;1;3;0;0;28;32;262;26;325;27;294;331;263;294;336;272;282;325;263
Vallecano;Sociedad;1;1;D;0;1;A;13;8;7;3;15;7;8;5;2;1;0;0;33;31;237;295;31;245;331;327;241;332;33;245;321;319;238
Barcelona;Mallorca;2;1;H;1;0;H;17;6;5;2;13;12;5;2;2;3;0;0;13;55;9;132;55;875;132;585;1003;135;6;105;132;56;933
Getafe;Betis;0;0;D;0;0;D;13;9;2;4;13;13;2;4;1;1;0;0;275;31;27;27;32;27;289;317;277;29;322;286;278;313;273
Levante;Sociedad;2;1;H;0;0;D;16;21;7;6;10;11;7;6;2;3;0;0;33;36;21;325;34;215;353;357;218;355;365;236;34;352;216
Mallorca;Oviedo;2;6;A;1;1;D;18;14;8;7;11;13;5;5;3;2;0;0;195;35;4;2;34;38;205;336;423;205;354;43;202;339;399
Ath Bilbao;Valencia;0;0;D;0;0;D;10;4;5;1;13;22;4;2;4;4;0;1;155;4;65;155;4;6;156;427;665;161;43;68;156;411;623
Girona;Elche;3;0;H;0;0;D;17;4;7;2;18;13;8;1;1;0;0;1;17;375;5;177;36;475;175;375;538;178;38;538;175;366;503
Celta;Alaves;4;0;H;2;0;H;15;3;7;1;7;7;7;1;1;3;0;1;19;34;433;187;34;44;194;347;455;197;355;46;191;343;438
Betis;Barcelona;1;2;A;0;0;D;14;11;5;5;16;18;4;8;1;2;0;0;3;36;225;3;375;215;317;383;224;335;4;228;309;376;221
Getafe;Vallecano;0;0;D;0;0;D;12;12;6;1;20;14;4;5;3;4;0;0;205;31;42;205;31;4;216;304;434;223;32;434;211;307;413
Villarreal;Sevilla;1;1;D;0;0;D;14;7;6;2;14;15;4;2;3;0;0;0;23;33;31;23;33;31;242;332;324;242;342;326;235;331;316
Espanol;Osasuna;1;1;D;0;1;A;12;12;3;5;6;15;6;6;1;3;0;0;23;33;32;235;33;3;239;334;329;245;34;329;236;329;317
Ath Madrid;Real Madrid;1;0;H;1;0;H;16;15;2;6;17;7;4;6;2;4;0;0;21;35;35;205;36;35;214;358;362;219;366;373;209;354;356
Valencia;Betis;0;3;A;0;0;D;19;9;5;5;17;11;7;3;1;3;0;0;31;34;22;32;33;225;324;346;236;332;356;24;323;339;23
Oviedo;Ath Bilbao;1;0;H;1;0;H;12;8;2;1;20;11;2;7;4;2;0;1;32;33;225;33;33;22;335;342;232;347;358;232;329;339;228
Barcelona;Celta;3;1;H;2;0;H;10;13;4;5;18;6;2;8;3;0;0;1;144;5;6;141;5;7;145;506;717;148;53;72;144;501;689
Alaves;Espanol;2;1;H;1;1;D;27;5;9;3;11;15;12;3;3;3;0;1;21;34;35;215;34;34;216;36;355;221;365;355;215;349;345
Osasuna;Getafe;1;1;D;1;1;D;12;6;1;0;10;17;7;2;2;4;0;1;27;29;3;255;29;31;279;298;305;279;313;32;266;296;305
Sevilla;Mallorca;0;0;D;0;0;D;18;10;4;2;11;18;6;3;4;6;0;0;161;4;55;165;38;525;163;396;624;167;406;63;162;39;59
